road,roadway,type,milepost,x_old,y_old,name,direction,common_name,name_1,name_2,name_3,name_4,city_name,zip_code,mun_code,county_name,unit_old,troop_old,ft_pt,station_old
TP,,u_turn,0.0,-75.498720373,39.682153534,TP 0.1,,TP 01 UTURN,,,,,PENNSVILLE TWP,08070,1705,SALEM,D020,LOCAL PD,NONE,PENNSVILLE PD
TP,,ramp,0.0,-75.476173704,39.680980015,TP INT1 TW,W,TP INT1 TW,,TP INT1,INT1 TW,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,ramp,0.0,-75.473250836,39.680530804,TP INT1 ET,T,TP INT1 ET,,TP INT1,INT1 ET,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,toll_plaza,0.0,-75.469664206,39.681597370,TP INT1 IN EXIT,,TP INT1 IN EXIT,,TP INT1,INT1 IN EXIT,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,toll_plaza,0.0,-75.469550228,39.681304465,TP INT1 OUT ENT,,TP INT1 OUT ENT,,TP INT1,INT1 OUT ENT,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,toll_plaza,0.0,-75.470138959,39.681502196,TP INT1 OUT EXIT,,TP INT1 OUT EXIT,,TP INT1,INT1 OUT EXIT,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,toll_plaza,0.0,-75.470047578,39.681207142,TP INT1 IN ENT,,TP INT1 IN ENT,,TP INT1,INT1 IN ENT,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,u_turn,0.0,-75.433334896,39.687982248,TP 3.3,,TP 33 UTURN,,,,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,u_turn,0.0,-75.406213551,39.693788762,TP 4.8,,TP 48 UTURN,,,,,CARNEYS POINT,08069,1713,SALEM,D020,LOCAL PD,NONE,CARNEYS POINT PD
TP,,ramp,0.0,-75.398723347,39.696576814,TP 1S SA SAS,S,TP 1S SA SAS,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,ramp,0.0,-75.394810304,39.697644534,TP 1S SA NSA,S,TP 1S SA NSA,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,ramp,0.0,-75.398063280,39.695940108,TP 1N SA SSA,N,TP 1N SA SSA,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,ramp,0.0,-75.394207336,39.697115420,TP 1N SA SAN,N,TP 1N SA SAN,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.396748288,39.697977016,TP 1S SA FOOD SERVICE,,TP 1S SA FOOD SERVICE,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.396261948,39.695556285,TP 1N SA FOOD SERVICE,,TP 1N SA FOOD SERVICE,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.398247183,39.697254475,TP 1S SA TRUCK PARKING,,TP 1S SA TRUCK PARKING,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.397034903,39.697505304,TP 1S SA FUEL,,TP 1S SA FUEL,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.395891713,39.698112022,TP 1S SA GENERAL PARKING,,TP 1S SA GENERAL PARKING,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.396705746,39.698523494,TP 1S SA EMPLOYEE PARKING,,TP 1S SA EMPLOYEE PARKING,CLARA BARTON SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.394893257,39.696284111,TP 1N SA TRUCK PARKING,,TP 1N SA TRUCK PARKING,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.395999680,39.696026451,TP 1N SA FUEL,,TP 1N SA FUEL,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.396377721,39.695069296,TP 1N SA EMPLOYEE PARKING,,TP 1N SA EMPLOYEE PARKING,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,service_plaza,0.0,-75.397147060,39.695460722,TP 1N SA GENERAL PARKING,,TP 1N SA GENERAL PARKING,JOHN FENWICK SA,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,u_turn,0.0,-75.386569643,39.699854128,TP 5.9,,TP 59 UTURN,,,,,OLDMANS TWP,08067,1707,SALEM,D020,A TROOP,FULL,WOODSTOWN
TP,,ramp,0.0,-75.274844779,39.753749097,TP INT2 ST,T,TP INT2 ST,,TP INT2,INT2 ST,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,ramp,0.0,-75.274455168,39.754326298,TP INT2 TN,N,TP INT2 TN,,TP INT2,INT2 TN,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,ramp,0.0,-75.276515053,39.754133106,TP INT2 NT,T,TP INT2 NT,,TP INT2,INT2 NT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,ramp,0.0,-75.277271718,39.753679881,TP INT2 TS,S,TP INT2 TS,,TP INT2,INT2 TS,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,ramp,0.0,-75.276855232,39.756754960,TP INT2 WT,T,TP INT2 WT,,TP INT2,INT2 WT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,ramp,0.0,-75.276582521,39.756751205,TP INT2 TE,E,TP INT2 TE,,TP INT2,INT2 TE,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,toll_plaza,0.0,-75.276856911,39.755550031,TP INT2 OUT EXIT,,TP INT2 OUT EXIT,,TP INT2,INT2 OUT EXIT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,toll_plaza,0.0,-75.276954804,39.755558392,TP INT2 IN ENT,,TP INT2 IN ENT,,TP INT2,INT2 IN ENT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,toll_plaza,0.0,-75.277004612,39.755276660,TP INT2 OUT ENT,,TP INT2 OUT ENT,,TP INT2,INT2 OUT ENT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,toll_plaza,0.0,-75.276893193,39.755278159,TP INT2 IN EXIT,,TP INT2 IN EXIT,,TP INT2,INT2 IN EXIT,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,u_turn,0.0,-75.350644624,39.712702216,TP 8.0,,TP 80 UTURN,,,,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,u_turn,0.0,-75.311298295,39.732438464,TP 10.5,,TP 105 UTURN,,,,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,u_turn,0.0,-75.287920187,39.746603445,TP 12.1,,TP 121 UTURN,,,,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,u_turn,0.0,-75.268451520,39.758385334,TP 13.4,,TP 134 UTURN,,,,,WOOLWICH TWP,08085,0824,GLOUCESTER,D020,LOCAL PD,NONE,WOOLWICH PD
TP,,u_turn,0.0,-75.235573143,39.777579841,TP 15.6,,TP 156 UTURN,,,,,E GREENWICH TWP,08056,0803,GLOUCESTER,D020,LOCAL PD,NONE,EAST GREENWICH PD
TP,,u_turn,0.0,-75.210711536,39.791595151,TP 17.2,,TP 172 UTURN,,,,,E GREENWICH TWP,08056,0803,GLOUCESTER,D020,LOCAL PD,NONE,EAST GREENWICH PD
TP,,ramp,0.0,-75.073820198,39.859312505,TP INT3 ST,T,TP INT3 ST,,TP INT3,INT3 ST,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,ramp,0.0,-75.073240668,39.859411317,TP INT3 TN,N,TP INT3 TN,,TP INT3,INT3 TN,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,ramp,0.0,-75.072536726,39.860734486,TP INT3 TS,S,TP INT3 TS,,TP INT3,INT3 TS,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,ramp,0.0,-75.071537527,39.860858387,TP INT3 NT,T,TP INT3 NT,,TP INT3,INT3 NT,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,u_turn,0.0,-75.078373880,39.859055913,TP 25.8,,TP 258 UTURN,,,,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,ramp,0.0,-75.076658852,39.861005779,TP INT3 ET,T,TP INT3 ET,,TP INT3,INT3 ET,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,toll_plaza,0.0,-75.074600099,39.861707670,TP INT3 IN EXIT,,TP INT3 IN EXIT,,TP INT3,INT3 IN EXIT,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,toll_plaza,0.0,-75.074571118,39.861589915,TP INT3 OUT ENT,,TP INT3 OUT ENT,,TP INT3,INT3 OUT ENT,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,toll_plaza,0.0,-75.075009575,39.861638913,TP INT3 OUT EXIT,,TP INT3 OUT EXIT,,TP INT3,INT3 OUT EXIT,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,toll_plaza,0.0,-75.074988312,39.861522581,TP INT3 IN ENT,,TP INT3 IN ENT,,TP INT3,INT3 IN ENT,,RUNNEMEDE BORO,08078,0430,CAMDEN,D020,LOCAL PD,NONE,RUNNEMEDE PD
TP,,u_turn,0.0,-75.147132083,39.823664158,TP 21.1,,TP 211 UTURN,,,,,DEPTFORD TWP,08096,0802,GLOUCESTER,D020,LOCAL PD,NONE,DEPTFORD PD
TP,,u_turn,0.0,-75.118663711,39.842474077,TP 23.3,,TP 233 UTURN,,,,,DEPTFORD TWP,08096,0802,GLOUCESTER,D020,LOCAL PD,NONE,DEPTFORD PD
TP,,ramp,0.0,-75.078256461,39.862295756,TP INT3 WT,T,TP INT3 WT,,TP INT3,INT3 WT,,BELLMAWR BORO,08031,0404,CAMDEN,D020,LOCAL PD,NONE,BELLMAWR PD
TP,,ramp,0.0,-75.078018135,39.861993441,TP INT3 TE,E,TP INT3 TE,,TP INT3,INT3 TE,,BELLMAWR BORO,08031,0404,CAMDEN,D020,LOCAL PD,NONE,BELLMAWR PD
TP,,ramp,0.0,-75.077034036,39.861641108,TP INT3 TW,W,TP INT3 TW,,TP INT3,INT3 TW,,BELLMAWR BORO,08031,0404,CAMDEN,D020,LOCAL PD,NONE,BELLMAWR PD
TP,,u_turn,0.0,-75.182065416,39.807029439,TP 19.1,,TP 191 UTURN,,,,,W DEPTFORD TWP,08096,0820,GLOUCESTER,D020,LOCAL PD,NONE,WEST DEPTFORD PD
TP,,u_turn,0.0,-75.048167369,39.864361557,TP 27.4,,TP 274 UTURN,,,,,BARRINGTON BORO,08007,0403,CAMDEN,D020,LOCAL PD,NONE,BARRINGTON PD
TP,,ramp,0.0,-75.000985704,39.886344941,TP 3S SA NSA,S,TP 3S SA NSA,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,ramp,0.0,-75.003235922,39.884228744,TP 3S SA SAS,S,TP 3S SA SAS,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.002766269,39.885963209,TP 3S SA FOOD SERVICE,,TP 3S SA FOOD SERVICE,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.002220080,39.886298413,TP 3S SA GENERAL PARKING A,,TP 3S SA GENERAL PARKING A,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.002687208,39.885466938,TP 3S SA FUEL,,TP 3S SA FUEL,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.003214590,39.885374839,TP 3S SA GENERAL PARKING B,,TP 3S SA GENERAL PARKING B,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.003469925,39.884655226,TP 3S SA TRUCK PARKING,,TP 3S SA TRUCK PARKING,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,service_plaza,0.0,-75.002900926,39.886559619,TP 3S SA EMPLOYEE PARKING,,TP 3S SA EMPLOYEE PARKING,WALT WHITMAN SA,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,u_turn,0.0,-75.009708409,39.877739235,TP 29.7,,TP 297 UTURN,,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,u_turn,0.0,-74.989956973,39.897115046,TP 31.4,,TP 314 UTURN,,,,,CHERRY HILL TWP,08002,0412,CAMDEN,D020,LOCAL PD,NONE,CHERRY HILL PD
TP,,ramp,0.0,-74.958942644,39.929583219,TP INT4 TE,E,TP INT4 TE,,TP INT4,INT4 TE,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.959404519,39.929901879,TP INT4 WT,T,TP INT4 WT,,TP INT4,INT4 WT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.957789057,39.929895430,TP INT4 TW,W,TP INT4 TW,,TP INT4,INT4 TW,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.956995610,39.929377300,TP INT4 ET,T,TP INT4 ET,,TP INT4,INT4 ET,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.953801549,39.931636015,TP INT4 TS,S,TP INT4 TS,,TP INT4,INT4 TS,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.953073336,39.932158835,TP INT4 NT,T,TP INT4 NT,,TP INT4,INT4 NT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.950630583,39.932448467,TP INT4 TN,N,TP INT4 TN,,TP INT4,INT4 TN,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.951117083,39.932016448,TP INT4 ST,T,TP INT4 ST,,TP INT4,INT4 ST,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.890117905,39.980724401,TP 4N SA SSA,N,TP 4N SA SSA,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.886691518,39.982486569,TP 4N SA SAN,N,TP 4N SA SAN,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.888388004,39.980660183,TP 4N SA FOOD SERVICE,,TP 4N SA FOOD SERVICE,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.888071389,39.981204598,TP 4N SA FUEL,,TP 4N SA FUEL,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.886839811,39.981666276,TP 4N SA TRUCK PARKING,,TP 4N SA TRUCK PARKING,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.888339575,39.979985443,TP 4N SA EMPLOYEE PARKING,,TP 4N SA EMPLOYEE PARKING,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.888990110,39.980641007,TP 4N SA GENERAL PARKING A,,TP 4N SA GENERAL PARKING A,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,service_plaza,0.0,-74.887653785,39.980982935,TP 4N SA GENERAL PARKING B,,TP 4N SA GENERAL PARKING B,JAMES FENIMORE COOPER SA,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,toll_plaza,0.0,-74.955129277,39.931363048,TP INT4 OUT ENT,,TP INT4 OUT ENT,,TP INT4,INT4 OUT ENT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,toll_plaza,0.0,-74.955277046,39.931475173,TP INT4 IN EXIT,,TP INT4 IN EXIT,,TP INT4,INT4 IN EXIT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,toll_plaza,0.0,-74.955914825,39.930731162,TP INT4 IN ENT,,TP INT4 IN ENT,,TP INT4,INT4 IN ENT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,toll_plaza,0.0,-74.956060643,39.930813264,TP INT4 OUT EXIT,,TP INT4 OUT EXIT,,TP INT4,INT4 OUT EXIT,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,u_turn,0.0,-74.959111601,39.926198533,TP 34.0,,TP 340 UTURN,,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,u_turn,0.0,-74.946222065,39.936773431,TP 35.0,,TP 350 UTURN,,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,u_turn,0.0,-74.919236215,39.957530139,TP 37.1,,TP 371 UTURN,,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,u_turn,0.0,-74.902673060,39.971960089,TP 38.3,,TP 383 UTURN,,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,u_turn,0.0,-74.880440743,39.986198687,TP 39.9,,TP 399 UTURN,,,,,MOUNT LAUREL TWP,08054,0325,BURLINGTON,D020,LOCAL PD,NONE,MOUNT LAUREL PD
TP,,ramp,0.0,-74.821357078,40.025480591,TP INT5 TN,,TP INT5 TN,,TP INT5,INT5 TN,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,ramp,0.0,-74.822105113,40.024876470,TP INT5 ST,,TP INT5 ST,,TP INT5,INT5 ST,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,ramp,0.0,-74.821802408,40.027234736,TP INT5 NT,,TP INT5 NT,,TP INT5,INT5 NT,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,ramp,0.0,-74.822264014,40.026948213,TP INT5 TS,,TP INT5 TS,,TP INT5,INT5 TS,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,toll_plaza,0.0,-74.818908481,40.026027679,TP INT5 OUT EXIT,,TP INT5 OUT EXIT,,TP INT5,INT5 OUT EXIT,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,toll_plaza,0.0,-74.818945799,40.026068219,TP INT5 IN ENT,,TP INT5 IN ENT,,TP INT5,INT5 IN ENT,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,toll_plaza,0.0,-74.819242730,40.025839727,TP INT5 IN EXIT,,TP INT5 IN EXIT,,TP INT5,INT5 IN EXIT,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,toll_plaza,0.0,-74.819272953,40.025872626,TP INT5 OUT EXIT,,TP INT5 OUT ENT,,TP INT5,INT5 OUT ENT,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,u_turn,0.0,-74.850869945,40.003021490,TP 42.0,,TP 420 UTURN,,,,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,u_turn,0.0,-74.831175456,40.017021025,TP 43.3,,TP 433 UTURN,,,,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,u_turn,0.0,-74.815332377,40.032739539,TP 44.7,,TP 447 UTURN,,,,,WESTAMPTON TWP,08060,0338,BURLINGTON,D020,LOCAL PD,NONE,WESTAMPTON PD
TP,,u_turn,0.0,-74.779585183,40.057154460,TP 47.5,,TP 475 UTURN,,,,,SPRINGFIELD TWP,08041,0335,BURLINGTON,D020,LOCAL PD,NONE,SPRINGFIELD TWP-BUR PD
TP,,ramp,0.0,-74.731461139,40.094756838,TP INT6 ST,T,TP INT6 ST,,TP INT6,INT6 ST,,MANSFIELD TWP,08022,0319,BURLINGTON,D020,LOCAL PD,NONE,MANSFIELD-BUR PD
TP,,ramp,0.0,-74.733746266,40.095589115,TP INT6 TS,S,TP INT6 TS,,TP INT6,INT6 TS,,MANSFIELD TWP,08022,0319,BURLINGTON,D020,LOCAL PD,NONE,MANSFIELD-BUR PD
TP,,u_turn,0.0,-74.742849967,40.084380884,TP 49.9,,TP 499 UTURN,,,,,MANSFIELD TWP,08022,0319,BURLINGTON,D020,LOCAL PD,NONE,MANSFIELD-BUR PD
TP,,u_turn,0.0,-74.715047029,40.111767320,TP 52.3,,TP 523 UTURN,,,,,MANSFIELD TWP,08022,0319,BURLINGTON,D020,LOCAL PD,NONE,MANSFIELD-BUR PD
TP,,ramp,0.0,-74.791007727,40.103611210,TP INT6 NTW,,TP INT6 NTW,,TP INT6,INT6 NTW,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.791661609,40.103277909,TP INT6 TWS,,TP INT6 TWS,,TP INT6,INT6 TWS,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.789384230,40.103556847,TP INT6 STW,,TP INT6 STW,,TP INT6,INT6 STW,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.788085258,40.103816043,TP INT6 TWN,,TP INT6 TWN,,TP INT6,INT6 TWN,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.786792679,40.102492081,TP INT6 TWL,,TP INT6 TWL,,TP INT6,INT6 TWL,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.787042287,40.100745082,TP INT6 LW,W,TP INT6 LW,,TP INT6,INT6 LW,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.785462086,40.100139241,TP INT6 TL,L,TP INT6 TL,,TP INT6,INT6 TL,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.785833909,40.098872336,TP INT6 WL,L,TP INT6 WL,,TP INT6,INT6 WL,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.785280917,40.098563168,TP INT6 LT,T,TP INT6 LT,,TP INT6,INT6 LT,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,ramp,0.0,-74.787580486,40.102860183,TP INT6 LTW,,TP INT6 LTW,,TP INT6,INT6 LTW,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,toll_plaza,0.0,-74.776154207,40.096474174,TP INT6-6A IN EXIT,,TP INT6 6A IN EXIT,TP INT6,TP INT6A,INT6 6A IN EXIT,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,toll_plaza,0.0,-74.778357052,40.097040889,TP INT6-6A OUT EXIT,,TP INT6 6A OUT EXIT,TP INT6,TP INT6A,INT6 6A OUT EXIT,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
TP,,toll_plaza,0.0,-74.778723935,40.096683217,TP INT6-6A IN ENT,,TP INT6 6A IN ENT,TP INT6,TP INT6A,INT6 6A IN ENT,,FLORENCE TWP,08518,0315,BURLINGTON,D020,LOCAL PD,NONE,FLORENCE PD
